jurisdiction,topic_key,topic_label,source_url,notes
Rhode Island,pay_frequency,Pay Frequency & Payday Timing,https://dlt.ri.gov/sites/g/files/xkgbur571/files/documents/pdf/ls/WageHourBook.pdf,Wage and Workplace Laws in Rhode Island - RI DLT – 
Rhode Island,harassment_training,Harassment Training,http://www.richr.ri.gov/news/harasswork.php,SEXUAL HARASSMENT IN THE WORKPLACE- Rhode Island – 
Rhode Island,posting_requirements,Posting Requirements,https://dlt.ri.gov/employers/required-workplace-posters,Required Posters for the Workplace - For Employers - RI DLT – 
Rhode Island,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://gcd.ri.gov/employment/employer-resources,Employer Resources | Rhode Island Governor's Commission ... – 
Rhode Island,meal_rest_breaks,Meal & Rest Breaks,https://dlt.ri.gov/regulation-and-safety/labor-standards/labor-standards-faq,Labor Standards FAQ | RI Department of Labor & Training – 
Rhode Island,jury_duty_leave,Jury Duty Leave,https://www.courts.ri.gov/Jurors/Pages/Jury-Service-default.aspx,Jurors – 
Rhode Island,bereavement_leave,Bereavement Leave,https://health.ri.gov/death-and-dying/bereavement,Bereavement | Department of Health – 
Rhode Island,non_compete,Non-Compete Enforcement Rules,https://www.tradesecretslaw.com/2024/06/articles/ftcs-crackdown-on-non-competes/rhode-island-governor-vetoes-proposed-non-compete-ban/,Rhode Island Governor Vetoes Proposed Non-Compete Ban | Seyfarth Shaw – 
Rhode Island,background_checks,Background Check / Ban-the-Box,https://riag.ri.gov/about-our-office/divisions-and-units/bureau-criminal-identification-bci,Bureau of Criminal Identification and Investigation (BCI) – 
Rhode Island,mini_warn,Mini-WARN & Separation Notices,https://dlt.ri.gov/employers/worker-adjustment-and-retraining-notification-warn,Worker Adjustment And Retraining Notification (WARN) – 
Rhode Island,everify,E-Verify / Employment Verification,https://dlt.ri.gov/sites/g/files/xkgbur571/files/documents/pdf/wrs/laws.pdf,Employer Handbook - RI DLT – 
Rhode Island,workers_comp,Workers’ Compensation Requirements,https://dlt.ri.gov/workers-compensation/laws-rules-regulations,"Workers' Compensation Laws, Rules, Regulations - RI DLT – "
Rhode Island,prevailing_wage,Prevailing Wage Laws (public contracts),https://dlt.ri.gov/regulation-and-safety/prevailing-wage,Prevailing Wage | RI Department of Labor & Training - RI.gov – 
Rhode Island,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://law.justia.com/codes/rhode-island/title-25/chapter-25-3/section-25-3-3/,2024 Rhode Island General Laws :: Title 25 - Holidays and Days of Special Observance :: Chapter 25-3 - Work on Holidays and Sundays :: Section 25-3-3. - Work on Sundays or holidays. – 
Rhode Island,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://etss.ri.gov/data-and-ai/rhode-island-ai-task-force,State of Rhode Island AI Task Force – 
Rhode Island,right_to_work,Right-to-Work Laws (where applicable),https://www.dol.gov/agencies/whd/minimum-wage/state,State Minimum Wage Laws – 
Rhode Island,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://dlt.ri.gov/regulation-and-safety/labor-standards/paid-sick-and-safe-leave,Paid Sick and Safe Leave | RI Department of Labor & Training – 
Rhode Island,voting_leave,Voting / Civic Leave,https://vote.sos.ri.gov/,Welcome to your Voter Information Center – 
Rhode Island,workplace_safety,Workplace Safety Requirements (OSHA or state-level),https://dlt.ri.gov/regulation-and-safety/occupational-safety,RI Department of Labor & Training – 
Rhode Island,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://treasury.ri.gov/risavers,RISavers | Rhode Island Office of the General Treasurer – 
South Carolina,minimum_wage,Minimum Wage,https://www.scstatehouse.gov/sess125_2023-2024/bills/291.htm,2023-2024 Bill 291: Minimum Wage – 
South Carolina,overtime,Overtime & Hours,https://www.admin.sc.gov/sites/admin/files/Documents/StateHR/Overtime_Model_Policy.docx,Overtime Model Policy (.doc) - admin.sc.gov - South Carolina – 
South Carolina,paid_sick_leave,Paid Sick Leave,https://law.justia.com/codes/south-carolina/2023/title-8/chapter-11/section-8-11-40/,2023 South Carolina Code of Laws :: Title 8 - Public Officers and Employees :: Chapter 11 - State Officers And Employees :: Section 8-11-40. Sick leave; leave when employee attacked; leave for sick family member. – 
South Carolina,family_medical_leave,Paid Family / Medical Leave (PFML),https://admin.sc.gov/services/state-human-resources/benefits-leave/parental-leave,Parental Leave | Department of Administration - admin.sc.gov – 
South Carolina,final_pay,Final Pay / Vacation Payout,https://law.justia.com/codes/south-carolina/title-41/chapter-10/section-41-10-50/,2024 South Carolina Code of Laws :: Title 41 - Labor and Employment :: Chapter 10 - Payment Of Wages :: Section 41-10-50. Payment of wages due discharged employees. – 
South Carolina,pay_frequency,Pay Frequency & Payday Timing,https://www.dol.gov/agencies/whd/state/payday,State Payday Requirements – 
South Carolina,harassment_training,Harassment Training,https://www.admin.sc.gov/services/training/online-offerings,Online Offerings | Department of Administration - admin.sc.gov – 
South Carolina,posting_requirements,Posting Requirements,https://llr.sc.gov/wage/posters.aspx,State Required Posters - SC LLR - South Carolina – 
South Carolina,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://schac.sc.gov/employment-discrimination/prohibited-practices-discrimination-types/pregnancy-discrimination,Pregnancy Discrimination - Human Affairs Commission – 
South Carolina,meal_rest_breaks,Meal & Rest Breaks,https://www.dol.gov/agencies/whd/state/meal-breaks,Minimum Length of Meal Period Required under State Law ... – 
South Carolina,jury_duty_leave,Jury Duty Leave,https://admin.sc.gov/sites/admin/files/Documents/StateHR/2024%20HR%20Regulations%20Revision%20Final.pdf,State Human Resources Regulations - admin.sc.gov – 
South Carolina,bereavement_leave,Bereavement Leave,https://law.justia.com/codes/south-carolina/2023/title-8/chapter-11/section-8-11-177/,2023 South Carolina Code of Laws :: Title 8 - Public Officers and Employees :: Chapter 11 - State Officers And Employees :: Section 8-11-177. Funeral leave. – 
South Carolina,non_compete,Non-Compete Enforcement Rules,https://www.scstatehouse.gov/sess125_2023-2024/bills/3332.htm,2023-2024 Bill 3332: Noncompete covenants – 
South Carolina,background_checks,Background Check / Ban-the-Box,https://www.scstatehouse.gov/sess125_2023-2024/bills/25.htm,2023-2024 Bill 25: Workforce Opportunity Act – 
South Carolina,mini_warn,Mini-WARN & Separation Notices,https://www.sunsethq.com/blog/warn-act-south-carolina,South Carolina WARN Act & Layoff Laws Explained – 
South Carolina,everify,E-Verify / Employment Verification,https://llr.sc.gov/immigration/E-verify_DHS_Message.aspx,Office of Immigration Compliance - LLR - South Carolina – 
South Carolina,workers_comp,Workers’ Compensation Requirements,https://wcc.sc.gov/workers-compensation-laws-and-regulations,Workers' Compensation Laws And Regulations – 
South Carolina,prevailing_wage,Prevailing Wage Laws (public contracts),https://emarsinc.com/prevailing-wages/south-carolina,Prevailing Wage & Davis-Bacon Compliance in South Carolina – 
South Carolina,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://www.workyard.com/us-labor-laws/south-carolina-labor-laws,"South Carolina Labor Laws: A Complete Guide to Wages, Breaks, Overtime, and More for 2025 – "
South Carolina,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://ed.sc.gov/data/data-security-privacy/resources/,Resources – 
South Carolina,right_to_work,Right-to-Work Laws (where applicable),https://www.nrtw.org/right-to-work-states-south-carolina/,Right to Work States: South Carolina - National Right to Work Legal Defense Foundation – 
South Carolina,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://www.scag.gov/crime-victim-services,Crime Victim Services - – 
South Carolina,voting_leave,Voting / Civic Leave,https://sc.gov/government/engaging-government-services/voting-and-elections,Voting and Elections | South Carolina – 
South Carolina,workplace_safety,Workplace Safety Requirements (OSHA or state-level),http://www.osha.gov/stateplans,State Plans | Occupational Safety and Health Administration – 
South Carolina,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),http://www.peba.sc.gov/employees,Employees | S.C. PEBA – 
South Dakota,minimum_wage,Minimum Wage,https://dlr.sd.gov/employment_laws/minimum_wage.aspx,Employment Laws - Minimum Wage – 
South Dakota,overtime,Overtime & Hours,https://sdlegislature.gov/Rules/Administrative/55:09,Administrative Rule 55:09 – 
South Dakota,paid_sick_leave,Paid Sick Leave,https://bhr.sd.gov/policies-forms/sickleave/index.html,Sick and Vacation Leave - South Dakota Bureau of Human ... – 
South Dakota,family_medical_leave,Paid Family / Medical Leave (PFML),https://bhr.sd.gov/policies-forms/pfml/index.html,Paid Family Medical Leave - South Dakota Bureau of Human ... – 
South Dakota,final_pay,Final Pay / Vacation Payout,https://sdlegislature.gov/Rules/Administrative/55:09:04:01,Administrative Rule 55:09:04:01 | South Dakota Legislature – 
South Dakota,pay_frequency,Pay Frequency & Payday Timing,https://sdlegislature.gov/Statutes/60-11-9,Codified Law 60-11-9 | South Dakota Legislature – 
South Dakota,harassment_training,Harassment Training,https://sdlegislature.gov/Statutes/16-18,Codified Law 16-18 | South Dakota Legislature – 
South Dakota,posting_requirements,Posting Requirements,https://dlr.sd.gov/employment_laws/posting_requirements.aspx,Employment Laws - Posting Requirements – 
South Dakota,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://dlr.sd.gov/human_rights/pregnancy.aspx,Human Rights - Pregnancy – 
South Dakota,meal_rest_breaks,Meal & Rest Breaks,https://www.workyard.com/us-labor-laws/south-dakota-labor-laws,"South Dakota Labor Laws: A Complete Guide to Wages, Breaks, Overtime, and More (2025) – "
South Dakota,jury_duty_leave,Jury Duty Leave,https://dlr.sd.gov/employment_laws/jury_duty.aspx,Employment Laws - Jury Duty – 
South Dakota,bereavement_leave,Bereavement Leave,https://bhr.sd.gov/policies-forms/sickleave/index.html,Sick and Vacation Leave - South Dakota Bureau of Human ... – 
South Dakota,non_compete,Non-Compete Enforcement Rules,https://sdlegislature.gov/Statutes/58-33,Codified Law 58-33 | South Dakota Legislature – 
South Dakota,background_checks,Background Check / Ban-the-Box,https://content.next.westlaw.com/practical-law/document/Id36d7b74850e11e38578f7ccc38dcbee/Background-Check-Laws-South-Dakota?viewType=FullText&transitionType=Default&contextData=(sc.Default),Background Check Laws: South Dakota | Practical Law – 
South Dakota,mini_warn,Mini-WARN & Separation Notices,https://dlr.sd.gov/workforce_services/businesses/warn_notices.aspx,Workforce Services for Businesses - Worker Adjustment and Retraining Notification Act (WARN) – 
South Dakota,everify,E-Verify / Employment Verification,https://dlr.sd.gov/workforce_services/wioa/wioa_manual/8.3_sdworks_employerverification.pdf,SDWORKS Employer Verification WIOA POLICY 8.3 – 
South Dakota,workers_comp,Workers’ Compensation Requirements,https://dlr.sd.gov/workers_compensation/,Workers' Compensation – 
South Dakota,prevailing_wage,Prevailing Wage Laws (public contracts),https://sam.gov/wage-determination/SD20230032/0,Wage Determinations Davis-Bacon Act WD # SD20230032 – 
South Dakota,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://www.spearfish.gov/DocumentCenter/View/1690/City-of-Spearfish-Personnel-Policy-Manual-1072024-PDF,Personnel Policy Manual – 
South Dakota,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://www.dataguidance.com/jurisdictions/south-dakota,South Dakota | Jurisdictions | DataGuidance – 
South Dakota,right_to_work,Right-to-Work Laws (where applicable),https://www.nrtw.org/right-to-work-states-south-dakota/,Right to Work States: South Dakota - National Right to Work Foundation – 
South Dakota,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://dps.sd.gov/victims-services/crime-victims-compensation/victims-services-program-grant,Victims' Rights | South Dakota Department of Public Safety – 
South Dakota,voting_leave,Voting / Civic Leave,https://ogletree.com/insights-resources/blog-posts/election-essentials-an-employers-guide-to-employee-time-off-to-vote-in-minnesota-iowa-south-dakota-and-north-dakota/,"Election Essentials: An Employer’s Guide to Employee Time Off to Vote in Minnesota, Iowa, South Dakota, and North Dakota – "
South Dakota,workplace_safety,Workplace Safety Requirements (OSHA or state-level),http://www.osha.gov/stateplans,State Plans | Occupational Safety and Health Administration – 
South Dakota,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://www.sd.gov/bit?id=kb_article_view&sysparm_article=KB0010470,SDRS - Retirement Services - Determining Your SDRS Retirement Benefit – 
Tennessee,minimum_wage,Minimum Wage,https://www.salary.com/research/minimum-wage/tennessee,Tennessee Minimum Wage Data | Salary.com – 
Tennessee,overtime,Overtime & Hours,https://www.tn.gov/content/dam/tn/hr/documents/ALManual.pdf,STATE OF TENNESSEE ATTENDANCE & LEAVE MANUAL – 
Tennessee,paid_sick_leave,Paid Sick Leave,https://www.tn.gov/hr/employees1/leave-accrual.html,Leave Accrual – 
Tennessee,family_medical_leave,Paid Family / Medical Leave (PFML),https://www.tn.gov/hr/pr/attendance---leave-manual.html,Attendance & Leave Manual – 
Tennessee,final_pay,Final Pay / Vacation Payout,https://lwdsupport.tn.gov/hc/en-us/articles/203081980-If-an-employer-s-policy-provides-a-paid-vacation-and-the-employee-s-employment-is-terminated-is-the-employer-required-to-compensate-for-any-vacation-time-I-have-accrued-but-not-used,If an employer's policy provides a paid vacation and the ... – 
Tennessee,pay_frequency,Pay Frequency & Payday Timing,https://hrs.mtsu.edu/payday/,Pay Schedule and Check Distribution Information – Human Resources – 
Tennessee,harassment_training,Harassment Training,https://www.tn.gov/hr/employees1/employee-dispute-resolution/workplace-harassment.html,Workplace Harassment – 
Tennessee,posting_requirements,Posting Requirements,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/posters-redirect/required-posters.html,Required Posters – 
Tennessee,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://law.justia.com/codes/tennessee/title-50/chapter-10/section-50-10-103/,2024 Tennessee Code :: Title 50 - EMPLOYER AND EMPLOYEE (§§ 50-1-101 — 50-11-106) :: Chapter 10 - TENNESSEE PREGNANT WORKERS FAIRNESS ACT (§§ 50-10-101 — 50-10-104) :: Section 50-10-103 - Reasonable accommodations for pregnant workers - Medical certification – 
Tennessee,meal_rest_breaks,Meal & Rest Breaks,https://www.ctas.tennessee.edu/node/1083/printable/print,Breaks – 
Tennessee,jury_duty_leave,Jury Duty Leave,https://www.tn.gov/hr/pr/attendance---leave-manual.html,Attendance & Leave Manual – 
Tennessee,bereavement_leave,Bereavement Leave,https://www.tn.gov/hr/pr/attendance---leave-manual.html,Attendance & Leave Manual – 
Tennessee,non_compete,Non-Compete Enforcement Rules,https://www.tn.gov/workforce/employees/labor-laws/labor-laws-redirect/wages-breaks.html,Wages & Breaks – 
Tennessee,background_checks,Background Check / Ban-the-Box,https://www.bassberry.com/wp-content/uploads/tennessee-background-check-laws-employer-compliance.pdf,Tennessee Background Check Laws: Employer Obligations & Compliance – 
Tennessee,mini_warn,Mini-WARN & Separation Notices,https://www.tn.gov/workforce/employers/staffing-redirect/layoffs---unemployment/warn-notices.html,WARN Notices – 
Tennessee,everify,E-Verify / Employment Verification,https://www.tn.gov/workforce/employers/staffing-redirect/hiring-regulations/employment-verification.html,Employment Verification – 
Tennessee,workers_comp,Workers’ Compensation Requirements,https://www.tn.gov/workforce/divisions/workerscompensation.html,Bureau of Workers' Compensation (BWC) – 
Tennessee,prevailing_wage,Prevailing Wage Laws (public contracts),https://www.tn.gov/workforce/employees/labor-laws/labor-laws-redirect/wages-breaks/prevailing-wage.html,Prevailing Wage – 
Tennessee,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://www.ctas.tennessee.edu/node/1083/printable/print,Breaks – 
Tennessee,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://www.tn.gov/governor/news/2025/3/6/gov--lee-bans-manus--deepseek-ai-platforms-on-tennessee-state-network.html,"Gov. Lee Bans Manus, DeepSeek AI Platforms on Tennessee State Network – "
Tennessee,right_to_work,Right-to-Work Laws (where applicable),https://law.justia.com/codes/tennessee/title-50/chapter-1/part-2/section-50-1-206/,2024 Tennessee Code :: Title 50 - EMPLOYER AND EMPLOYEE (§§ 50-1-101 — 50-11-106) :: Chapter 1 - EMPLOYMENT RELATIONSHIP AND PRACTICES (§§ 50-1-101 — 50-1-1004) :: Part 2 - RIGHT TO WORK (§§ 50-1-201 — 50-1-209) :: Section 50-1-206 - Right to work – 
Tennessee,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://www.tn.gov/hr/pr/attendance---leave-manual.html,Attendance & Leave Manual – 
Tennessee,voting_leave,Voting / Civic Leave,https://law.justia.com/codes/tennessee/2021/title-2/chapter-1/section-2-1-106/,2021 Tennessee Code :: Title 2 - Elections :: Chapter 1 - General Provisions :: § 2-1-106. Absence From Work Allowed for Voting – 
Tennessee,workplace_safety,Workplace Safety Requirements (OSHA or state-level),https://www.tn.gov/workforce/employees/safety-health/tosha-redirect/compliance/tosha-standards-and-rules.html,TOSHA Standards and Rules – 
Tennessee,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://law.justia.com/codes/tennessee/title-8/chapter-25/part-3/section-8-25-303/,2024 Tennessee Code :: Title 8 - PUBLIC OFFICERS AND EMPLOYEES (§§ 8-1-101 — 65-168) :: Chapter 25 - DEFERRED OR TAX-SHELTERED COMPENSATION PROGRAMS (§§ 8-25-101 — 8-25-402) :: Part 3 - PROFIT SHARING OR SALARY REDUCTION PLANS (§§ 8-25-301 — 8-25-310) :: Section 8-25-303 - Employer matching authorized – 
Texas,minimum_wage,Minimum Wage,https://www.twc.texas.gov/jobseekers/texas-minimum-wage-law,Texas Minimum Wage Law – 
Texas,overtime,Overtime & Hours,https://fmx.cpa.texas.gov/fm/pubs/paypol/nonsalary_provisions/index.php?section=overtime&page=overtime,Overtime - Texas Payroll/Personnel Resource - FMX – 
Texas,paid_sick_leave,Paid Sick Leave,https://www.texasattorneygeneral.gov/sites/default/files/files/divisions/hr/OAG-LeavePolicy.pdf,Chapter 11. Leave and Absences – 
Texas,family_medical_leave,Paid Family / Medical Leave (PFML),https://statutes.capitol.texas.gov/Docs/LA/htm/LA.81.htm,LABOR CODE CHAPTER 81. WORK AND FAMILY POLICIES – 
Texas,final_pay,Final Pay / Vacation Payout,https://efte.twc.texas.gov/final_pay.html,Final Pay - TEXAS GUIDEBOOK FOR EMPLOYERS – 
Texas,pay_frequency,Pay Frequency & Payday Timing,https://www.twc.texas.gov/programs/wage-and-hour/texas-payday-law,Texas Workforce Commission – 
Texas,harassment_training,Harassment Training,https://tmd.texas.gov/Data/Sites/1/media/capps-onboarding/2021/aug/31aug/state-required-training-instructions.pdf,Texas Military Department - Texas.gov – 
Texas,posting_requirements,Posting Requirements,https://www.sos.texas.gov/elections/forms/web-posting-requirements-presentation.pdf,Web Posting Requirement and Best Practices for a User ... – 
Texas,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://gov.texas.gov/organization/disabilities/reasonable_accommodation,Reasonable Accommodation – 
Texas,meal_rest_breaks,Meal & Rest Breaks,https://chavezlawfirm.law/texas-laws-regarding-breaks-and-meal-periods-for-employees/,Texas Laws Regarding Breaks and Meal Periods for Employees – 
Texas,jury_duty_leave,Jury Duty Leave,https://efte.twc.texas.gov/jury_duty.html,Jury Duty – 
Texas,bereavement_leave,Bereavement Leave,https://codes.findlaw.com/tx/government-code/gov-t-sect-661-902/,Texas Government Code - GOV'T § 661.902 | FindLaw – 
Texas,non_compete,Non-Compete Enforcement Rules,https://efte.twc.texas.gov/conflicts_secrets_non_comp_agreements.html,"Conflict of Interest, Trade Secrets, Non-Competition ... – "
Texas,background_checks,Background Check / Ban-the-Box,https://www.twc.texas.gov/sites/default/files/commissioners/docs/texas-guidebook-for-employers-2024.pdf,Texas Guidebook for Employers – 
Texas,mini_warn,Mini-WARN & Separation Notices,https://content.next.westlaw.com/practical-law/document/I77ec39beef2e11e28578f7ccc38dcbee/Mini-WARN-Acts-Texas?viewType=FullText&transitionType=Default&contextData=(sc.Default),Mini-WARN Acts: Texas | Practical Law – 
Texas,everify,E-Verify / Employment Verification,https://www.e-verify.gov/,E-Verify: Home – 
Texas,workers_comp,Workers’ Compensation Requirements,https://www.tdi.texas.gov/wc/dwc/index.html,About the Division of Workers’ Compensation (DWC) – 
Texas,prevailing_wage,Prevailing Wage Laws (public contracts),https://statutes.capitol.texas.gov/Docs/GV/htm/GV.2258.htm,GOVERNMENT CODE CHAPTER 2258. PREVAILING ... – 
Texas,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://texas.public.law/statutes/tex._labor_code_section_52.001,Tex. Labor Code § 52.001 – Retail Employer – 
Texas,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://www.wiley.law/alert-Texas-Responsible-AI-Governance-Act-Enacted,Texas Responsible AI Governance Act Enacted – 
Texas,right_to_work,Right-to-Work Laws (where applicable),https://www2.texasattorneygeneral.gov/agency/right-to-work-laws-in-texas,Right-to-Work Laws in Texas – 
Texas,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://www.texasattorneygeneral.gov/crime-victims/victims-violent-crime/crime-victims-rights,Crime Victims' Rights | Office of the Attorney General – 
Texas,voting_leave,Voting / Civic Leave,https://www.votetexas.gov/index.html,Your Guide to Voting in Texas – 
Texas,workplace_safety,Workplace Safety Requirements (OSHA or state-level),https://efte.twc.texas.gov/osha.html,OSHA - Workplace Safety and Health Requirements – 
Texas,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://ers.texas.gov/active-employees/retirement,Retirement for Active Employees - ERS - Texas.gov – 
Utah,minimum_wage,Minimum Wage,https://laborcommission.utah.gov/divisions/utah-antidiscrimination-and-labor-uald/wage-claim/,Wage Claim - Utah Labor Commission – 
Utah,overtime,Overtime & Hours,https://le.utah.gov/xcode/Title63A/Chapter17/63A-17-S502.html?v=C63A-17-S502_2021050520210701,Utah Code Section 63A-17-502 – 
Utah,paid_sick_leave,Paid Sick Leave,https://www.rules.utah.gov/publicat/code/r477/r477-007.htm,Rule R477-7-6. – 
Utah,family_medical_leave,Paid Family / Medical Leave (PFML),https://www.utah.gov/pmn/files/873007.pdf,4000 - Employees 73 - Family and Medical Leave Policy – 
Utah,final_pay,Final Pay / Vacation Payout,https://www.clydesnow.com/media/blogs/labor-employment-law-blog/the-utah-final-paycheck-law-guide/,The Utah Final Paycheck Law Guide: Payment of Wages and Final Paychecks Under Utah Wage Laws – 
Utah,pay_frequency,Pay Frequency & Payday Timing,https://www.saltlakecounty.gov/globalassets/1-site-files/human-resources/policies/compensation/5-300_payroll.pdf?v=05302023092327380,Salt Lake County Human Resources Policy 5-300: Payroll – 
Utah,harassment_training,Harassment Training,https://www.utah.gov/pmn/files/818573.pdf,Discrimination and Harassment - MSA – 
Utah,posting_requirements,Posting Requirements,https://webercountyutah.gov/HR/documents/labor-law-poster-english.pdf,utah & federal printable labor laws – 
Utah,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://le.utah.gov/xcode/Title34A/Chapter5/C34A-5_1800010118000101.pdf,Chapter 5 Utah Antidiscrimination Act – 
Utah,meal_rest_breaks,Meal & Rest Breaks,https://regulations.justia.com/states/utah/labor-commission/title-r610/rule-r610-2/section-r610-2-3/,"Utah Administrative Code | Topic - Labor Commission | Title R610 - Antidiscrimination and Labor, Labor | Rule R610-2 - Employment of Minors | Section R610-2-3 - Employment of Minors - General – "
Utah,jury_duty_leave,Jury Duty Leave,https://www.opm.gov/policy-data-oversight/pay-leave/leave-administration/fact-sheets/court-leave,Court Leave for Federal Employees – 
Utah,bereavement_leave,Bereavement Leave,https://le.utah.gov/xcode/Title17/Chapter33/17-33-S5.html,Utah Code Section 17-33-5 – 
Utah,non_compete,Non-Compete Enforcement Rules,https://le.utah.gov/~2024/bills/hbillint/HB0077.pdf,HB0077.pdf – 
Utah,background_checks,Background Check / Ban-the-Box,https://bci.utah.gov/obtaining-utah-criminal-history-records-of-your-employees/,Employment/Volunteer Background Checks | DPS – Criminal Identification (BCI) – 
Utah,mini_warn,Mini-WARN & Separation Notices,https://content.next.westlaw.com/practical-law/document/I77ec390fef2e11e28578f7ccc38dcbee/Mini-WARN-Acts-Utah?viewType=FullText&transitionType=Default&contextData=(sc.Default),Mini-WARN Acts: Utah | Practical Law – 
Utah,everify,E-Verify / Employment Verification,https://le.utah.gov/xcode/Title63G/Chapter12/C63G-12-P3_1800010118000101.pdf,Part 3 Employee Verification and Employer Sanctions – 
Utah,workers_comp,Workers’ Compensation Requirements,https://www.laborcommission.utah.gov/divisions/industrial-accidents/employers/employers-guide-to-workers-compensation/,Employers’ Guide to Workers’ Compensation - Utah Labor Commission – 
Utah,prevailing_wage,Prevailing Wage Laws (public contracts),https://go-alliant.com/state-compliance/utah/,Utah Prevailing Wage Compliance | Alliant Consulting – 
Utah,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://www.utah.gov/pmn/files/1150261.pdf,PERSONNEL POLICY AND PROCEDURES HANDBOOK – 
Utah,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://le.utah.gov/~2024/bills/static/SB0149.html,S.B. 149 Artificial Intelligence Amendments - Utah Legislature – 
Utah,right_to_work,Right-to-Work Laws (where applicable),https://www.nrtw.org/right-to-work-states-utah/,Right to Work States: Utah - National Right to Work Legal Defense Foundation – 
Utah,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://sites.google.com/utcourts.gov/courts-hr/comp-benefits/leave/safe-leave,The Utah Judiciary's HR - Safe Leave – 
Utah,voting_leave,Voting / Civic Leave,https://vote.utah.gov/,Utah Voter Information - Utah.gov – 
Utah,workplace_safety,Workplace Safety Requirements (OSHA or state-level),https://laborcommission.utah.gov/divisions/uosh/,Utah Occupational Safety and Health (UOSH) - Utah Labor Commission – 
Utah,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://www.urs.org/Content/Employers/Tier2QuestionsAnswers,Tier 2 Questions And Answers – 
Vermont,minimum_wage,Minimum Wage,https://labor.vermont.gov/,Home Page | Department of Labor – 
Vermont,overtime,Overtime & Hours,https://labor.vermont.gov/sites/labor/files/doc_library/WH-13-Wage-and-Hour-Laws-2019%20.pdf, – 
Vermont,paid_sick_leave,Paid Sick Leave,https://humanresources.vermont.gov/benefits-wellness/leave,Leave | Department of Human Resources – 
Vermont,family_medical_leave,Paid Family / Medical Leave (PFML),https://humanresources.vermont.gov/benefits-wellness/leave/family-medical-leave/employee-information,Employee Information | Department of Human Resources – 
Vermont,final_pay,Final Pay / Vacation Payout,https://labor.vermont.gov/sites/labor/files/doc_library/B-11Claimant%20handbook%202019.pdf,Vermont Claimant Handbook – 
Vermont,pay_frequency,Pay Frequency & Payday Timing,https://danvillevt.gov/wp-content/uploads/2025/01/copier@danvillevermont.org_20250130_114921.pdf,Personnel Policy – 
Vermont,harassment_training,Harassment Training,https://workplacesforall.vermont.gov/employers/preventing-harassment,Preventing Sexual Harassment | Workplaces For All – 
Vermont,posting_requirements,Posting Requirements,https://guilfordvt.gov/land-posting/,"Land Posting - Town of Guilford, Vermont – "
Vermont,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://humanresources.vermont.gov/labor-relations/equal-opportunity/individuals-with-disabilities/employment-accommodations,Employment Accommodations | Department of Human Resources – 
Vermont,meal_rest_breaks,Meal & Rest Breaks,https://www.workyard.com/blog-articles/vermont-labor-laws,"Vermont Labor Laws: A Complete Guide to Wages, Breaks, Overtime, and More for 2025 – "
Vermont,jury_duty_leave,Jury Duty Leave,https://humanresources.vermont.gov/benefits-wellness/leave,Leave | Department of Human Resources – 
Vermont,bereavement_leave,Bereavement Leave,https://humanresources.vermont.gov/benefits-wellness/leave,Leave | Department of Human Resources – 
Vermont,non_compete,Non-Compete Enforcement Rules,https://legislature.vermont.gov/statutes/chapter/21/005,Labor – 
Vermont,background_checks,Background Check / Ban-the-Box,https://www.healthvermont.gov/sites/default/files/documents/pdf/OCC_2018_10-1ExpungementMaterials.pdf,state of vermont office of the executive director – 
Vermont,mini_warn,Mini-WARN & Separation Notices,https://labor.vermont.gov/warn-act-and-notice-potential-layoffs-act,WARN Act and Notice of Potential Layoffs Act – 
